dish_id,name,primary_cuisine,primary_coarse,countries,region,description,ingredients_matched,n_ingredients,has_cdb_match,source
cheesymite_scroll,Cheesymite scroll,Australian,roll,"[""Australia""]",Australia and New Zealand,"The dish is a savoury baked food. It consists of a spiral of baked bread similar to a pain aux raisins with a thick, dark brown food spread and cheese in place of raisins.","['bread', 'cheese']",2,False,worldcuisines
chouquette,Chouquette,French,pastry,"[""France""]",Western Europe,"The dish are small pieces of pastry consisting of small spheres of choux pastry, sugared and baked. The dish was known in the 16th century, and was originally applied to small savoury spheres. Since the late 17th century it have been sweet. ",[],0,False,worldcuisines
choux_pastry,Choux pastry,French,pastry,"[""France""]",Western Europe,"The dish is a delicate pastry dough used in many pastries. The essential ingredients are butter, water, flour and eggs. Instead of a raising agent, it employs its high moisture content to create steam, as the water in the dough evaporates when baked, puffing the pastry.","['butter', 'corn', 'egg', 'lime', 'salt', 'sugar', 'vanilla', 'vegetable_oil', 'wheat_flour']",9,True,worldcuisines
cinnamon_roll,Cinnamon roll,Swedish,pastry,"[""Sweden"",""Austria"", ""Estonia"", ""Germany""]",Western Europe,"The dish consists of a rolled sheet of yeast-leavened dough onto which a cinnamon and sugar mixture (and brown sugar, raisins or other ingredients in some cases) is sprinkled over a thin coat of butter. The dough is then rolled, cut into individual portions and baked.","['butter', 'egg', 'milk', 'potato', 'salt', 'sugar', 'wheat_flour']",7,True,worldcuisines
coca,Coca,Catalan,pizza,"[""Spain""]",Southern Europe,"The dish with four main varieties: sweet, savoury, closed and open. All of them use dough as the main ingredient, which is then decorated. This dough can be sweet or savoury. If it is sweet, eggs and sugar are added, and if it is savoury, yeast and salt. As regards the topping or filling, fish and Vegetable are usual at the coast whilst inland they prefer fruit, nuts, cheese and meat. It is almost any kind of bread-based product. Its size can vary from 5 cm up to 1 metre. There are various presentations: Sweet or savory, depending on the ingredients and condiments.Open or covered. The covered type with its filling on the inside. It can be both sweet and salty. The open type is the typical with its content on top. Most are like this.","['bread', 'butter', 'cheese', 'cream', 'egg', 'fish', 'salt', 'sugar', 'vanilla', 'wheat_flour']",10,True,worldcuisines
conejito,Conejito,Chilean,pastry,"[""Chile""]",South America,"The dish is a pastry filled with custard, and not fried. The dough is made with flour, eggs, sugar, milk, leavening, and butter. The filling is made with corn starch, egg yolks, milk, sugar, and vanilla.","['butter', 'corn', 'egg', 'milk', 'sugar', 'vanilla', 'wheat_flour']",7,False,worldcuisines
conversation_tart,Conversation tart,French,dessert,"[""France""]",Western Europe,The dish is a type of tart made with puff pastry that is filled with sweet almond custard cream and topped with royal icing.,"['almond', 'cream']",2,False,worldcuisines
cornulee,Cornulețe,Romanian,pastry,"[""Romania"", ""Moldova""]",Eastern Europe,"The dish is a pastry aromatised with vanilla or rum extract/essence, as well as lemon rind, and stuffed with Turkish delight, jam, chocolate, cinnamon sugar, walnuts, and/or raisins, with the shape representing a crescent","['chocolate', 'lemon', 'sugar', 'vanilla']",4,False,worldcuisines
cream_horn,Cream horn,Greek,pastry,"[""Greece""]",Southern Europe,"The dish is a pastry made with flaky pastry and whipped cream. The shape is made by winding overlapping pastry strips around a conical thin sheet metallic mold. After baking, a spoonful of jam or fruit is added and the pastry is then filled with whipped cream. The pastry can also be moistened and sprinkled with sugar before baking for a sweeter, crisp finish.","['cream', 'egg', 'sugar']",3,True,worldcuisines
crpes_suzette,Crêpes Suzette,French,dessert,"[""France""]",Western Europe,"The dish is a dessert consisting of crepes with a sauce of caramelized sugar and butter, tangerine or orange juice, zest, and orange liqueur on top.","['butter', 'sugar']",2,False,worldcuisines
crocetta_di_caltanissetta,Crocetta di Caltanissetta,Italian,pastry,"[""Italy""]",Southern Europe,"The dish is a traditional sweet pastry. It is made by almonds, sugar, sweet lemon purée, oranges or other fruit typical of the area, pistachio and icing sugar. ","['lemon', 'sugar']",2,False,worldcuisines
cronut,Cronut,French,doughnut,"[""France""]",Western Europe,The dish is a doughnut-like pastry made from croissant-like dough filled with flavored cream and fried in grapeseed oil.,"['cream', 'vegetable_oil', 'wheat_flour']",3,False,worldcuisines
croquembouche,Croquembouche,French,pastry,"[""France""]",Western Europe,"The dish is a dessert consisting of choux pastry puffs piled into a cone and bound with threads of caramel. It may also be decorated with other confectionery, such as sugared almonds, chocolate, and edible flowers.","['butter', 'chocolate', 'corn', 'cream', 'egg', 'milk', 'salt', 'sugar', 'vanilla', 'wheat_flour']",10,True,worldcuisines
curry_puff,Curry puff,Indian,pastry,"[""Brunei Darussalam"",""India"",""Indonesia"",""Malaysia"",""Myanmar"",""Singapore"",""Thailand""]",Southern Asia,This dish is a small pie consisting of curry with chicken and potatoes in a fried or baked pastry shell.,"['chicken', 'coconut_milk', 'coriander', 'cumin', 'curry_paste', 'lemon', 'onion', 'potato', 'salt', 'turmeric', 'vegetable_oil']",11,True,worldcuisines
danish_pastry,Danish pastry,Danish,pastry,"[""Denmark"",""Austria""]",Western Europe,"This dish is a multilayered sweet pastry made with yeast dough of what flour, milk, eggs, sugar, and large amount of butter or margarine. Rolled out thinly and covered with a thin slices of butter between each layers.","['apple', 'butter', 'egg', 'milk', 'salt', 'sugar', 'wheat_flour']",7,True,worldcuisines
egg_yolk_pastry,Egg yolk pastry,Taiwanese,pastry,"[""China""]",Eastern Asia,"The dish is a traditional cake of which the filling is made of salted duck egg yolk and red bean paste. It use naturally fermented salted egg yolks marinated in red soil with grape seed oil, and they are made with many layers.","['duck', 'egg', 'vegetable_oil']",3,False,worldcuisines
empanada,Empanada,Spanish,pastry,"[""Spain"",""Argentina"",""Nicaragua"",""Chile"",""Colombia"",""Cuba"",""Ecuador"",""Mexico"",""Venezuela"",""Uruguay"",""Philippines"",""Tunisia""]",Global,"The dish is a baked or fried pastry with meat, cheese, tomato, corn, or other ingredients filling.","['butter', 'cheese', 'corn', 'egg', 'salt', 'sugar', 'tomato', 'wheat_flour']",8,True,worldcuisines
ensamada,Ensaïmada,Spanish,pastry,"[""Spain"",""Philippines""]",South Eastern Asia,"The dish is a pastry product made with flour, water, sugar, eggs, dough, and a reduced pork lard.","['egg', 'pork', 'sugar', 'wheat_flour']",4,False,worldcuisines
fazuelos,Fazuelos,Spanish,pastry,"[""Spain""]",Southern Europe,"The dish is a thin rolled pastry made of fried dough comprising flour, eggs, sugar, and oil. The dough is rolled thinly, cut into strips, and briefly fried. A syrup of water, orange blossom, and sugar is then prepared for additional flavor.","['egg', 'sugar', 'vegetable_oil', 'wheat_flour']",4,False,worldcuisines
flaugnarde,Flaugnarde,French,pancake,"[""France""]",Western Europe,"The dish is a baked dessert with fruit arranged in a buttered dish and covered with a thick flan-like batter. It is made with apples, peaches, pears, plums, prunes or other fruits. Resembling a sweet batter pudding or large pancake, the dish is dusted with confectioner's sugar and can be served either warm or cold.",['sugar'],1,False,worldcuisines
fla,Flaó,Spanish,cake,"[""Spain""]",Southern Europe,"The dish is a cheesecake or tart. In some regions flaons are a type of crescent-shaped pie filled with jam and honey, or some type of cheese, varying according to the location. Honey was used traditionally, but in modern times sweet flaons are usually sweetened with sugar.","['cheese', 'honey', 'sugar']",3,False,worldcuisines
flies_graveyard,Flies' graveyard,British,pastry,"[""United Kingdom""]",Northern Europe,"The dish is nicknames of pastry, for sweet pastries filled with currants or raisins, which are jokingly said to resemble dead flies.",[],0,False,worldcuisines
franzbrtchen,Franzbrötchen,German,pastry,"[""Germany""]",Western Europe,"The dish is a small, sweet pastry baked with butter and cinnamon. Sometimes other ingredients are used as well, such as chocolate or raisins. It is usually served for breakfast, but is also enjoyed along with coffee and cake. The ingredients of the dough include flour, butter, yeast, milk, sugar, and a pinch of salt. The filling is a mixture of sugar and cinnamon. Several times in succession, the dough is folded and rolled out thinly, and coated with butter. As soon as the dough is sufficiently outstretched to a filmy layer, it is moistened with a little water, sprinkled with a melange of sugar and cinnamon and finally rolled up.","['butter', 'chocolate', 'coffee', 'milk', 'salt', 'sugar', 'wheat_flour']",7,False,worldcuisines
gteau_basque,Gâteau Basque,French,pastry,"[""France""]",Western Europe,"The dish is a traditional dessert, typically filled with black cherry jam or pastry cream. Typically it is constructed from layers of a butter-sugar wheat flour pastry dough with a filling of either black cherry jam or almond or vanilla pastry cream.","['almond', 'butter', 'cream', 'sugar', 'vanilla', 'wheat_flour']",6,False,worldcuisines
shorgoghal,Shorgoghal,Azerbaijani,pastry,"[""Azerbaijan""]",Western Asia,"The dish is a traditional pastry in a round shape filled with anise or fennel seed, cumin, cinnamon, turmeric, salt and pepper.","['cumin', 'pepper', 'salt', 'turmeric']",4,False,worldcuisines
gibanica,Gibanica,Yugoslavian,pastry,"[""Albania"", ""Bosnia and Herzegovina"", ""Bulgaria"", ""Croatia"", ""Montenegro"", ""North Macedonia"", ""Romania"", ""Serbia"", ""Slovenia""]",Southern Europe,"The dish is usually made with cottage cheese and eggs. Recipes can range from sweet to savoury, and from simple to festive and elaborate multi-layered cakes.","['cheese', 'egg']",2,False,worldcuisines
gujhia,Gujhia,Indian Subcontinent,dumpling,"[""India""]",Southern Asia,"The dish is a sweet, deep-fried pastry that is a popular dessert. This delicacy is made using either semolinaor all-purpose flour, which is stuffed with a mixture of sweetened milk solids, also called mawa and dried fruits. The dumpling is then fried in butter to give it a crispy texture.","['butter', 'milk', 'wheat_flour']",3,False,worldcuisines
gustavus_adolphus_pastry,Gustavus Adolphus pastry,Swedish,pastry,"[""Sweden""]",Northern Europe,"The dish is a pastry. Recipes for the pastry vary locally but most versions have a portrait of the king on the top, usually made of chocolate or marzipan.",['chocolate'],1,False,worldcuisines
hwangnamppang,Hwangnam-ppang,Korean,pastry,"[""Korea""]",Eastern Asia,"The dish is a small pastry with a filling of red bean paste. It is made from a mixture of eggs and wheat flour, with the red bean filling being almost 70% of the pastry. A chrysanthemum would be traditionally imprinted on the top.","['egg', 'wheat_flour']",2,False,worldcuisines
haddekuche,Haddekuche,German,pastry,"[""Germany""]",Western Europe,The dish is a traditional pastry that resembles with a diamond-themed pattern imprinted on the pastry itself.,[],0,False,worldcuisines
heong_peng,Heong Peng,Malaysian,pastry,"[""Malaysia""]",South Eastern Asia,"These pastries, which resemble slightly flattened balls, contain a sweet sticky filling made from malt and shallots, which is covered by a flaky baked crust and garnished with sesame seeds on the surface.","['onion', 'sesame_seed']",2,False,worldcuisines
hot_cross_bun,Hot cross bun,British,pastry,"[""United Kingdom""]",Northern Europe,"The dish is a spiced bun, usually containing small pieces of fruit and marked with a cross on the top.","['butter', 'egg', 'milk', 'salt', 'sugar', 'vanilla', 'wheat_flour']",7,True,worldcuisines
jachnun,Jachnun,Yemeni,bread,"[""Yemen""]",Western Asia,"The dish is a pastry traditionally eaten in the morning with a local condiment, boiled eggs and a local spicy sauce. It is prepared from dough which is rolled out thinly and brushed with clarified butter spiced and aged in a smoked vessel, traditionally using smoke from the wood of a specific tree, though regular clarified butter or shortening can be used. A little honey is sometimes added in addition, whereupon the dough is rolled up before cooking.","['butter', 'egg', 'honey', 'vegetable_oil', 'wheat_flour']",5,False,worldcuisines
