dish_id,ingredients_json,n_ingredients,cook_method,total_grams,calories_approx,protein_g_approx
yorkshire_pudding,"[{""name"": ""egg"", ""grams"": 50}, {""name"": ""wheat_flour"", ""grams"": 60}, {""name"": ""milk"", ""grams"": 120}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 15}]",5,bake,247.0,320,12.0
oladyi,"[{""name"": ""wheat_flour"", ""grams"": 120}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""yogurt"", ""grams"": 60}, {""name"": ""apple"", ""grams"": 40}, {""name"": ""butter"", ""grams"": 20}]",8,fry,457.0,580,22.0
terang_bulan,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""coconut_milk"", ""grams"": 60}, {""name"": ""palm_oil"", ""grams"": 15}]",5,fry,275.0,420,12.0
krapfen,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 25}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",7,deep_fry,399.0,520,12.0
thalassery_biryani,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""chicken"", ""grams"": 120}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 40}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""yogurt"", ""grams"": 30}, {""name"": ""coconut_oil"", ""grams"": 15}, {""name"": ""cashew"", ""grams"": 10}, {""name"": ""coriander"", ""grams"": 5}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",12,braise,443.0,580,32.0
apam_balik,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""coconut_milk"", ""grams"": 60}, {""name"": ""palm_oil"", ""grams"": 15}]",5,fry,295.0,420,10.0
racuchy,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""milk"", ""grams"": 120}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",6,fry,307.0,420,14.0
injeolmi,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""soybean"", ""grams"": 40}, {""name"": ""sesame_seed"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 20}]",4,steam,220.0,280,8.0
pancit,"[{""name"": ""rice_noodle"", ""grams"": 100}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""carrot"", ""grams"": 60}, {""name"": ""cabbage"", ""grams"": 80}, {""name"": ""shrimp"", ""grams"": 70}, {""name"": ""soy_sauce"", ""grams"": 20}, {""name"": ""vegetable_oil"", ""grams"": 15}]",8,saute,405.0,420,22.0
farinata,"[{""name"": ""chickpea"", ""grams"": 100}, {""name"": ""olive_oil"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 1}]",4,bake,384.0,420,18.0
white_sugar_sponge_cake,"[{""name"": ""wheat_flour"", ""grams"": 120}, {""name"": ""sugar"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""vegetable_oil"", ""grams"": 30}]",5,bake,410.0,1200,25.0
sorbet,"[{""name"": ""lemon"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""honey"", ""grams"": 20}]",3,no_cook,350.0,320,1.0
songpyeon,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""soybean"", ""grams"": 40}, {""name"": ""honey"", ""grams"": 20}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""sesame_seed"", ""grams"": 5}]",5,steam,225.0,320,8.0
cachapa,"[{""name"": ""corn"", ""grams"": 150}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 80}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""cheese"", ""grams"": 60}]",8,fry,417.0,520,18.0
jujeh_kabab,"[{""name"": ""chicken"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""lemon"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""olive_oil"", ""grams"": 15}]",6,grill,303.0,320,32.0
saimin,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""fish_sauce"", ""grams"": 10}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""pork"", ""grams"": 60}, {""name"": ""shrimp"", ""grams"": 40}, {""name"": ""cabbage"", ""grams"": 30}, {""name"": ""mushroom"", ""grams"": 20}]",10,boil,350.0,420,28.0
ngo_hiang,"[{""name"": ""pork"", ""grams"": 80}, {""name"": ""shrimp"", ""grams"": 50}, {""name"": ""tofu"", ""grams"": 40}, {""name"": ""sausage"", ""grams"": 30}, {""name"": ""cucumber"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 30}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""vegetable_oil"", ""grams"": 20}]",8,deep_fry,302.0,420,28.0
varenyky,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""potato"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 20}]",5,boil,503.0,520,12.0
kesme,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""milk"", ""grams"": 30}, {""name"": ""potato"", ""grams"": 100}, {""name"": ""beef"", ""grams"": 120}, {""name"": ""carrot"", ""grams"": 80}, {""name"": ""pepper"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 100}]",9,boil,795.0,850,45.0
kluai_khaek,"[{""name"": ""banana"", ""grams"": 150}, {""name"": ""wheat_flour"", ""grams"": 60}, {""name"": ""sesame_seed"", ""grams"": 10}, {""name"": ""vegetable_oil"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 15}]",5,deep_fry,265.0,420,5.0
chui_chin,"[{""name"": ""banana"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 50}]",5,deep_fry,352.0,520,6.0
buldak_ramen,"[{""name"": ""rice_noodle"", ""grams"": 200}, {""name"": ""chili"", ""grams"": 30}, {""name"": ""soy_sauce"", ""grams"": 20}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""sesame_seed"", ""grams"": 5}, {""name"": ""cheese"", ""grams"": 50}]",9,fry,345.0,480,18.0
gyoza,"[{""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""ground_beef"", ""grams"": 60}, {""name"": ""cabbage"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 15}]",8,fry,190.0,320,18.0
kabab_koobideh,"[{""name"": ""lamb"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""turmeric"", ""grams"": 1}, {""name"": ""lemon"", ""grams"": 20}]",6,grill,276.0,420,28.0
hiyayakko,"[{""name"": ""tofu"", ""grams"": 150}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""ginger"", ""grams"": 5}]",3,no_cook,183.0,120,15.0
chanpur,"[{""name"": ""tofu"", ""grams"": 150}, {""name"": ""cabbage"", ""grams"": 100}, {""name"": ""carrot"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}]",8,saute,480.0,420,32.0
ganmodoki,"[{""name"": ""tofu"", ""grams"": 150}, {""name"": ""carrot"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sesame_seed"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 20}]",6,deep_fry,275.0,380,22.0
jeon,"[{""name"": ""fish"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""carrot"", ""grams"": 25}, {""name"": ""zucchini"", ""grams"": 25}]",9,fry,307.0,420,28.0
laping,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""soybean"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 15}, {""name"": ""soy_sauce"", ""grams"": 20}, {""name"": ""vinegar"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""coriander"", ""grams"": 5}]",8,no_cook,220.0,380,18.0
mont_di,"[{""name"": ""rice_noodle"", ""grams"": 100}, {""name"": ""fish"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 15}, {""name"": ""coriander"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""lemon"", ""grams"": 5}, {""name"": ""fish_sauce"", ""grams"": 10}]",8,boil,260.0,320,18.0
sate,"[{""name"": ""chicken"", ""grams"": 200}, {""name"": ""peanut"", ""grams"": 80}, {""name"": ""soy_sauce"", ""grams"": 20}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""lime"", ""grams"": 15}, {""name"": ""bamboo_shoot"", ""grams"": 30}, {""name"": ""coconut_milk"", ""grams"": 40}]",9,grill,405.0,520,38.0
mee_siam,"[{""name"": ""rice_noodle"", ""grams"": 150}, {""name"": ""shrimp"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""tofu"", ""grams"": 80}, {""name"": ""bean_sprout"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""soy_sauce"", ""grams"": 20}, {""name"": ""sesame_oil"", ""grams"": 10}]",11,fry,545.0,520,28.0
tteok,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""sesame_oil"", ""grams"": 5}]",4,steam,227.0,280,4.0
taho,"[{""name"": ""tofu"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""vanilla"", ""grams"": 2}]",3,no_cook,282.0,280,12.0
tangyuan,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""sesame_seed"", ""grams"": 20}, {""name"": ""butter"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}]",5,boil,165.0,480,6.0
kupat_tahu,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""tofu"", ""grams"": 100}, {""name"": ""peanut"", ""grams"": 50}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""lime"", ""grams"": 10}, {""name"": ""cabbage"", ""grams"": 30}, {""name"": ""bean_sprout"", ""grams"": 30}]",10,steam,410.0,520,22.0
poffertjes,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 15}]",5,fry,290.0,450,15.0
crumpet,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""milk"", ""grams"": 120}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 10}]",5,fry,242.0,420,12.0
tahu_gejrot,"[{""name"": ""tofu"", ""grams"": 200}, {""name"": ""palm_oil"", ""grams"": 20}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""vinegar"", ""grams"": 25}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""chili"", ""grams"": 5}]",6,fry,280.0,320,18.0
nan_gyi_thohk,"[{""name"": ""rice_noodle"", ""grams"": 200}, {""name"": ""chicken"", ""grams"": 100}, {""name"": ""chickpea"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""fish"", ""grams"": 40}, {""name"": ""lime"", ""grams"": 15}, {""name"": ""curry_paste"", ""grams"": 20}, {""name"": ""vegetable_oil"", ""grams"": 15}]",10,no_cook,500.0,550,28.0
tofu_skin_roll,"[{""name"": ""tofu"", ""grams"": 80}, {""name"": ""pork"", ""grams"": 60}, {""name"": ""cabbage"", ""grams"": 40}, {""name"": ""carrot"", ""grams"": 20}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 5}]",8,steam,225.0,280,22.0
yong_tau_foo,"[{""name"": ""tofu"", ""grams"": 200}, {""name"": ""ground_beef"", ""grams"": 100}, {""name"": ""fish"", ""grams"": 50}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""cabbage"", ""grams"": 50}, {""name"": ""carrot"", ""grams"": 30}]",9,steam,465.0,420,35.0
akara,"[{""name"": ""black_bean"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""pepper"", ""grams"": 1}, {""name"": ""vegetable_oil"", ""grams"": 30}]",5,deep_fry,233.0,380,18.0
bnh_t,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}]",2,steam,505.0,260,5.0
bnh_da_ln,"[{""name"": ""rice"", ""grams"": 50}, {""name"": ""coconut_milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""soybean"", ""grams"": 60}]",4,steam,350.0,420,8.0
hot_and_sour_noodles,"[{""name"": ""rice_noodle"", ""grams"": 150}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""peanut"", ""grams"": 15}, {""name"": ""soybean"", ""grams"": 10}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""sesame_oil"", ""grams"": 5}]",7,boil,230.0,450,25.0
dan_zai_noodles,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""ground_beef"", ""grams"": 80}, {""name"": ""shrimp"", ""grams"": 50}, {""name"": ""bean_sprout"", ""grams"": 40}, {""name"": ""coriander"", ""grams"": 10}, {""name"": ""vinegar"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""egg"", ""grams"": 50}]",9,boil,360.0,420,28.0
hot_dry_noodles,"[{""name"": ""rice_noodle"", ""grams"": 150}, {""name"": ""soy_sauce"", ""grams"": 20}, {""name"": ""sesame_seed"", ""grams"": 15}, {""name"": ""carrot"", ""grams"": 40}, {""name"": ""bean_sprout"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""vinegar"", ""grams"": 10}]",9,boil,290.0,380,12.0
bnh_chui,"[{""name"": ""banana"", ""grams"": 200}, {""name"": ""rice"", ""grams"": 100}, {""name"": ""coconut_milk"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""bread"", ""grams"": 80}, {""name"": ""coconut"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""vanilla"", ""grams"": 5}]",9,bake,685.0,850,15.0
chelow_kabab,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""beef"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""basil"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}]",8,grill,530.0,650,35.0
corunda,"[{""name"": ""corn"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""cream"", ""grams"": 30}, {""name"": ""tomato"", ""grams"": 40}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 20}]",8,steam,367.0,420,8.0
phirni,"[{""name"": ""rice"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 300}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""almond"", ""grams"": 15}, {""name"": ""cashew"", ""grams"": 10}]",5,boil,417.5,420,12.0
chongqing_noodles,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""soy_sauce"", ""grams"": 20}, {""name"": ""chili"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""black_pepper"", ""grams"": 5}, {""name"": ""vinegar"", ""grams"": 10}, {""name"": ""sesame_seed"", ""grams"": 5}]",10,boil,385.0,520,28.0
lanzhou_beef_noodle_soup,"[{""name"": ""beef"", ""grams"": 120}, {""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""coriander"", ""grams"": 5}, {""name"": ""cabbage"", ""grams"": 30}]",9,boil,382.0,520,32.0
bnh_cun,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""pork"", ""grams"": 80}, {""name"": ""mushroom"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 15}, {""name"": ""sausage"", ""grams"": 50}, {""name"": ""cucumber"", ""grams"": 40}, {""name"": ""bean_sprout"", ""grams"": 30}, {""name"": ""fish_sauce"", ""grams"": 20}, {""name"": ""vinegar"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 5}]",12,steam,385.0,420,22.0
tteokguk,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""beef"", ""grams"": 80}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""sesame_seed"", ""grams"": 3}, {""name"": ""salt"", ""grams"": 3}]",8,boil,261.0,350,22.0
gyeranjjim,"[{""name"": ""egg"", ""grams"": 100}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""sesame_seed"", ""grams"": 2}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}]",6,steam,189.0,180,14.0
wotou,"[{""name"": ""corn"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 10}]",3,steam,360.0,380,8.0
okinawa_soba,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""pork"", ""grams"": 80}, {""name"": ""fish"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 3}]",9,boil,261.0,420,28.0
luosifen,"[{""name"": ""rice_noodle"", ""grams"": 150}, {""name"": ""pork"", ""grams"": 80}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""cabbage"", ""grams"": 40}, {""name"": ""peanut"", ""grams"": 15}]",10,boil,357.0,420,22.0
ulmyeon,"[{""name"": ""rice_noodle"", ""grams"": 120}, {""name"": ""mushroom"", ""grams"": 60}, {""name"": ""carrot"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""shrimp"", ""grams"": 50}, {""name"": ""squid"", ""grams"": 40}, {""name"": ""corn"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 5}]",11,boil,440.0,420,28.0
khinkali,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""ground_beef"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""butter"", ""grams"": 10}]",7,boil,240.0,420,22.0
tensoba,"[{""name"": ""soybean"", ""grams"": 100}, {""name"": ""rice_noodle"", ""grams"": 150}, {""name"": ""soy_sauce"", ""grams"": 30}, {""name"": ""fish_sauce"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""sesame_seed"", ""grams"": 3}, {""name"": ""chili"", ""grams"": 2}]",10,boil,360.0,420,18.0
seon,"[{""name"": ""zucchini"", ""grams"": 200}, {""name"": ""ground_beef"", ""grams"": 100}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",8,steam,338.0,320,22.0
urap,"[{""name"": ""cabbage"", ""grams"": 50}, {""name"": ""spinach"", ""grams"": 40}, {""name"": ""bean_sprout"", ""grams"": 30}, {""name"": ""coconut"", ""grams"": 60}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""lime"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}]",8,steam,202.0,180,4.0
janchi_guksu,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""fish"", ""grams"": 30}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}]",8,boil,188.0,380,18.0
